id_anonyme;sexe;type_vehicule;usage_vehicule;age_vehicule;formule;mois_demande;etat_dossier;tranche_age;tranche_revenus;enfants;anciennete_demande;tranche_tarifs
513;F;Minivan;Commercial;17.0;dev_integral;avril;complet;<25 ans;0-20k€;Non;30-59 jours;Standard
514;M;Pickup;Commercial;7.0;dev_premium;mai;complet;>40 ans;20-40k€;Non;<30 jours;Confort
515;M;Minivan;Private;21.0;dev_express;avril;complet;>40 ans;60k€+;Non;30-59 jours;Standard
516;M;Minivan;Private;8.0;dev_integral;mars;complet;>40 ans;60k€+;Oui;60–89 jours;Confort
517;F;Minivan;Commercial;1.0;dev_integral;mars;complet;>40 ans;60k€+;Oui;60–89 jours;Standard
518;F;Panel Truck;Commercial;11.0;dev_express;mars;complet;25-40 ans;60k€+;Non;60–89 jours;Standard
519;M;Minivan;Private;22.0;dev_integral;février;complet;25-40 ans;Non renseigné;Non;>90 jours;Confort
520;F;z_SUV;Commercial;10.0;dev_premium;avril;complet;>40 ans;60k€+;Non;30-59 jours;Premium
521;M;Minivan;Private;;dev_integral;février;complet;>40 ans;40-60k€;Non;>90 jours;Confort
522;F;z_SUV;Private;8.0;dev_integral;février;complet;>40 ans;20-40k€;Non;>90 jours;Standard
523;M;Minivan;Commercial;4.0;dev_integral;avril;complet;<25 ans;0-20k€;Oui;30-59 jours;Confort
524;M;Minivan;Private;;dev_express;mai;complet;<25 ans;60k€+;Non;<30 jours;Standard
525;F;z_SUV;Private;7.0;dev_express;avril;complet;>40 ans;20-40k€;Non;30-59 jours;Standard
526;F;Minivan;Private;1.0;dev_premium;mai;complet;>40 ans;20-40k€;Non;<30 jours;Confort
527;M;Pickup;Commercial;1.0;dev_express;février;complet;25-40 ans;Non renseigné;Non;>90 jours;Standard
528;F;z_SUV;Private;6.0;dev_integral;mai;complet;>40 ans;40-60k€;Oui;<30 jours;Confort
529;M;Pickup;Commercial;4.0;dev_integral;février;complet;>40 ans;60k€+;Oui;>90 jours;Confort
530;M;Sports Car;Private;;dev_express;mai;complet;>40 ans;40-60k€;Oui;<30 jours;Standard
531;F;Minivan;Private;9.0;dev_express;mai;complet;>40 ans;20-40k€;Non;<30 jours;Standard
532;M;Panel Truck;Commercial;1.0;dev_express;mars;complet;>40 ans;20-40k€;Oui;60–89 jours;Standard
533;M;Pickup;Commercial;8.0;dev_express;mars;complet;>40 ans;40-60k€;Oui;60–89 jours;Standard
534;M;Pickup;Commercial;1.0;dev_express;mars;complet;>40 ans;Non renseigné;Non;60–89 jours;Standard
535;M;Pickup;Commercial;13.0;dev_premium;mai;complet;>40 ans;40-60k€;Oui;<30 jours;Confort
536;M;Pickup;Private;9.0;dev_express;avril;complet;>40 ans;Non renseigné;Oui;30-59 jours;Standard
537;F;z_SUV;Commercial;1.0;dev_express;janvier;complet;>40 ans;40-60k€;Non;>90 jours;Standard
538;F;Minivan;Private;;dev_express;janvier;complet;>40 ans;Non renseigné;Oui;>90 jours;Standard
539;F;Sports Car;Private;8.0;dev_integral;janvier;complet;25-40 ans;0-20k€;Oui;>90 jours;Standard
540;F;Pickup;Private;1.0;dev_express;mai;complet;>40 ans;20-40k€;Non;<30 jours;Standard
541;M;Pickup;Private;15.0;dev_integral;mai;complet;<25 ans;60k€+;Non;<30 jours;Confort
542;F;Sports Car;Private;18.0;dev_express;mars;complet;<25 ans;60k€+;Oui;60–89 jours;Standard
543;M;Minivan;Private;12.0;dev_express;février;complet;>40 ans;60k€+;Non;>90 jours;Standard
544;M;Minivan;Private;17.0;dev_integral;mars;complet;>40 ans;20-40k€;Non;60–89 jours;Confort
545;F;Sports Car;Private;1.0;dev_integral;février;complet;>40 ans;60k€+;Non;>90 jours;Confort
546;F;Panel Truck;Commercial;14.0;dev_integral;mai;complet;>40 ans;60k€+;Oui;<30 jours;Confort
547;M;Sports Car;Private;9.0;dev_integral;février;complet;>40 ans;20-40k€;Non;>90 jours;Standard
548;M;z_SUV;Private;7.0;dev_express;avril;complet;25-40 ans;20-40k€;Non;30-59 jours;Standard
549;F;Sports Car;Private;9.0;dev_integral;janvier;complet;>40 ans;60k€+;Non;>90 jours;Standard
550;M;z_SUV;Private;12.0;dev_integral;janvier;complet;>40 ans;60k€+;Non;>90 jours;Standard
551;F;Pickup;Private;11.0;dev_premium;février;complet;25-40 ans;40-60k€;Oui;>90 jours;Premium
552;M;z_SUV;Private;18.0;dev_integral;mars;complet;25-40 ans;60k€+;Non;60–89 jours;Confort
553;M;Sports Car;Private;20.0;dev_integral;avril;complet;>40 ans;Non renseigné;Non;30-59 jours;Confort
554;M;z_SUV;Commercial;9.0;dev_integral;mars;complet;>40 ans;20-40k€;Non;60–89 jours;Confort
555;M;z_SUV;Commercial;5.0;dev_integral;janvier;complet;>40 ans;40-60k€;Non;>90 jours;Confort
556;M;Pickup;Commercial;7.0;dev_express;mars;complet;>40 ans;40-60k€;Oui;60–89 jours;Standard
557;M;Minivan;Private;1.0;dev_express;avril;complet;<25 ans;Non renseigné;Non;30-59 jours;Standard
558;M;Minivan;Private;;dev_integral;avril;complet;<25 ans;60k€+;Oui;30-59 jours;Confort
559;F;Panel Truck;Commercial;;dev_integral;mai;complet;>40 ans;0-20k€;Non;<30 jours;Confort
560;M;Pickup;Private;1.0;dev_integral;avril;complet;>40 ans;0-20k€;Non;30-59 jours;Confort
561;M;Minivan;Private;19.0;dev_express;mars;complet;<25 ans;40-60k€;Non;60–89 jours;Standard
562;M;Sports Car;Private;10.0;dev_integral;avril;complet;<25 ans;0-20k€;Non;30-59 jours;Confort
563;M;Van;Commercial;18.0;dev_integral;mars;complet;25-40 ans;40-60k€;Non;60–89 jours;Confort
564;M;Minivan;Private;10.0;dev_express;mai;complet;>40 ans;20-40k€;Oui;<30 jours;Standard
565;F;Van;Private;1.0;dev_integral;janvier;complet;<25 ans;0-20k€;Oui;>90 jours;Standard
566;M;z_SUV;Private;16.0;dev_express;mai;complet;25-40 ans;60k€+;Oui;<30 jours;Standard
567;F;z_SUV;Private;9.0;dev_express;mai;complet;>40 ans;0-20k€;Non;<30 jours;Standard
568;M;Pickup;Private;7.0;dev_integral;février;complet;<25 ans;0-20k€;Oui;>90 jours;Confort
569;F;Pickup;Private;15.0;dev_integral;mars;complet;>40 ans;60k€+;Non;60–89 jours;Standard
570;M;z_SUV;Private;13.0;dev_express;mai;complet;25-40 ans;60k€+;Non;<30 jours;Standard
571;F;Minivan;Private;14.0;dev_premium;mars;complet;>40 ans;60k€+;Non;60–89 jours;Confort
572;F;Panel Truck;Commercial;24.0;dev_premium;avril;complet;<25 ans;60k€+;Oui;30-59 jours;Premium
573;F;Pickup;Commercial;10.0;dev_express;janvier;complet;>40 ans;0-20k€;Non;>90 jours;Standard
574;F;z_SUV;Private;13.0;dev_express;mars;complet;>40 ans;60k€+;Non;60–89 jours;Standard
575;F;Pickup;Private;17.0;dev_express;mai;complet;<25 ans;0-20k€;Non;<30 jours;Standard
576;M;Van;Commercial;8.0;dev_integral;mai;complet;>40 ans;60k€+;Oui;<30 jours;Standard
577;F;Pickup;Private;15.0;dev_integral;mai;complet;>40 ans;60k€+;Non;<30 jours;Standard
578;M;Minivan;Commercial;10.0;dev_express;mai;complet;<25 ans;0-20k€;Non;<30 jours;Standard
579;M;Minivan;Private;1.0;dev_integral;avril;complet;>40 ans;0-20k€;Non;30-59 jours;Confort
580;M;z_SUV;Private;1.0;dev_integral;mai;complet;>40 ans;60k€+;Non;<30 jours;Confort
581;M;Minivan;Private;1.0;dev_premium;avril;complet;>40 ans;20-40k€;Oui;30-59 jours;Confort
582;M;Panel Truck;Commercial;10.0;dev_express;janvier;complet;>40 ans;0-20k€;Oui;>90 jours;Standard
583;M;Minivan;Private;13.0;dev_express;avril;complet;>40 ans;60k€+;Oui;30-59 jours;Standard
584;M;Minivan;Private;7.0;dev_integral;février;complet;>40 ans;0-20k€;Non;>90 jours;Confort
585;F;Minivan;Commercial;;dev_integral;janvier;complet;25-40 ans;60k€+;Non;>90 jours;Confort
586;M;Sports Car;Private;1.0;dev_integral;janvier;complet;>40 ans;0-20k€;Non;>90 jours;Confort
587;M;z_SUV;Private;5.0;dev_premium;mai;complet;>40 ans;60k€+;Oui;<30 jours;Premium
588;M;z_SUV;Private;10.0;dev_premium;mars;complet;>40 ans;Non renseigné;Oui;60–89 jours;Premium
589;M;z_SUV;Private;3.0;dev_integral;février;complet;>40 ans;0-20k€;Non;>90 jours;Standard
590;M;z_SUV;Private;1.0;dev_express;avril;complet;25-40 ans;Non renseigné;Oui;30-59 jours;Standard
591;F;Pickup;Private;1.0;dev_express;avril;complet;>40 ans;20-40k€;Non;30-59 jours;Standard
592;F;Panel Truck;Commercial;10.0;dev_integral;mai;complet;>40 ans;60k€+;Non;<30 jours;Confort
593;M;Van;Private;;dev_express;janvier;complet;<25 ans;60k€+;Non;>90 jours;Standard
594;M;z_SUV;Private;14.0;dev_integral;avril;complet;<25 ans;60k€+;Oui;30-59 jours;Confort
595;F;z_SUV;Private;6.0;dev_integral;avril;complet;>40 ans;40-60k€;Non;30-59 jours;Confort
596;M;Sports Car;Private;19.0;dev_express;janvier;complet;>40 ans;40-60k€;Non;>90 jours;Standard
597;M;Minivan;Private;6.0;dev_integral;février;complet;25-40 ans;0-20k€;Non;>90 jours;Confort
598;M;Minivan;Private;14.0;dev_integral;mars;complet;>40 ans;60k€+;Non;60–89 jours;Standard
599;M;Sports Car;Private;20.0;dev_premium;février;complet;>40 ans;0-20k€;Non;>90 jours;Premium
600;F;Pickup;Commercial;7.0;dev_integral;février;complet;25-40 ans;60k€+;Oui;>90 jours;Standard
601;M;Pickup;Commercial;1.0;dev_premium;mars;complet;>40 ans;Non renseigné;Oui;60–89 jours;Confort
602;M;z_SUV;Commercial;13.0;dev_express;janvier;complet;>40 ans;60k€+;Oui;>90 jours;Standard
603;F;Minivan;Private;13.0;dev_integral;mars;complet;>40 ans;0-20k€;Oui;60–89 jours;Confort
604;M;Panel Truck;Commercial;6.0;dev_express;mai;complet;>40 ans;60k€+;Non;<30 jours;Standard
605;F;z_SUV;Commercial;1.0;dev_premium;janvier;complet;<25 ans;60k€+;Non;>90 jours;Premium
606;M;Sports Car;Private;7.0;dev_premium;mai;complet;25-40 ans;Non renseigné;Non;<30 jours;Premium
607;F;Minivan;Private;15.0;dev_integral;février;complet;>40 ans;60k€+;Oui;>90 jours;Confort
608;M;Van;Commercial;13.0;dev_premium;avril;complet;>40 ans;60k€+;Non;30-59 jours;Premium
609;M;Minivan;Commercial;7.0;dev_integral;février;complet;>40 ans;60k€+;Non;>90 jours;Standard
610;F;z_SUV;Commercial;7.0;dev_express;mai;complet;<25 ans;20-40k€;Oui;<30 jours;Standard
611;M;Minivan;Private;7.0;dev_integral;mars;complet;>40 ans;60k€+;Non;60–89 jours;Confort
612;M;Minivan;Private;16.0;dev_integral;février;complet;<25 ans;60k€+;Oui;>90 jours;Confort
613;F;z_SUV;Private;15.0;dev_premium;janvier;complet;25-40 ans;60k€+;Non;>90 jours;Confort
614;M;Minivan;Commercial;7.0;dev_premium;février;complet;<25 ans;20-40k€;Non;>90 jours;Premium
615;M;Van;Private;18.0;dev_integral;avril;complet;<25 ans;60k€+;Non;30-59 jours;Confort
616;F;Sports Car;Private;21.0;dev_express;mars;complet;>40 ans;60k€+;Non;60–89 jours;Standard
617;F;z_SUV;Private;13.0;dev_integral;janvier;complet;<25 ans;60k€+;Non;>90 jours;Confort
618;M;Sports Car;Private;11.0;dev_integral;mars;complet;>40 ans;20-40k€;Oui;60–89 jours;Confort
619;F;Sports Car;Commercial;;dev_integral;février;complet;<25 ans;40-60k€;Non;>90 jours;Standard
620;F;Minivan;Private;;dev_express;avril;complet;25-40 ans;60k€+;Non;30-59 jours;Standard
621;M;Minivan;Private;5.0;dev_integral;mai;complet;>40 ans;Non renseigné;Oui;<30 jours;Confort
622;F;Panel Truck;Commercial;17.0;dev_express;janvier;complet;<25 ans;60k€+;Non;>90 jours;Standard
623;M;Sports Car;Private;14.0;dev_express;mars;complet;<25 ans;60k€+;Non;60–89 jours;Standard
624;M;Pickup;Private;10.0;dev_integral;mai;complet;<25 ans;60k€+;Non;<30 jours;Standard
625;M;Sports Car;Commercial;11.0;dev_integral;avril;complet;<25 ans;40-60k€;Non;30-59 jours;Confort
626;M;Van;Private;18.0;dev_integral;avril;complet;<25 ans;40-60k€;Non;30-59 jours;Confort
627;M;Pickup;Private;1.0;dev_premium;février;complet;<25 ans;20-40k€;Non;>90 jours;Premium
628;F;Minivan;Private;11.0;dev_express;avril;complet;>40 ans;60k€+;Non;30-59 jours;Standard
629;M;Minivan;Private;13.0;dev_express;avril;complet;<25 ans;60k€+;Non;30-59 jours;Standard
630;M;Minivan;Commercial;9.0;dev_premium;avril;complet;25-40 ans;60k€+;Non;30-59 jours;Premium
631;M;Sports Car;Private;1.0;dev_integral;avril;complet;>40 ans;40-60k€;Non;30-59 jours;Standard
632;M;Pickup;Private;8.0;dev_integral;mars;complet;<25 ans;40-60k€;Non;60–89 jours;Confort
633;M;Minivan;Private;15.0;dev_integral;mars;complet;<25 ans;60k€+;Non;60–89 jours;Confort
634;F;Sports Car;Private;8.0;dev_integral;avril;complet;>40 ans;40-60k€;Non;30-59 jours;Standard
635;F;Van;Commercial;7.0;dev_express;mars;complet;<25 ans;60k€+;Oui;60–89 jours;Standard
636;F;Pickup;Commercial;10.0;dev_integral;février;complet;<25 ans;60k€+;Oui;>90 jours;Confort
637;F;Panel Truck;Commercial;;dev_integral;février;complet;25-40 ans;60k€+;Non;>90 jours;Confort
638;F;z_SUV;Private;1.0;dev_integral;février;complet;>40 ans;20-40k€;Non;>90 jours;Standard
639;F;Pickup;Commercial;1.0;dev_express;mars;complet;>40 ans;60k€+;Oui;60–89 jours;Standard
640;F;Pickup;Commercial;1.0;dev_premium;avril;complet;>40 ans;20-40k€;Non;30-59 jours;Confort
641;M;Sports Car;Private;1.0;dev_premium;février;complet;>40 ans;0-20k€;Oui;>90 jours;Premium
642;F;Minivan;Private;7.0;dev_integral;mars;complet;<25 ans;0-20k€;Non;60–89 jours;Confort
643;F;z_SUV;Private;1.0;dev_integral;janvier;complet;25-40 ans;20-40k€;Non;>90 jours;Standard
644;M;Minivan;Private;7.0;dev_integral;mai;complet;>40 ans;0-20k€;Oui;<30 jours;Confort
645;F;Minivan;Private;17.0;dev_premium;avril;complet;>40 ans;60k€+;Non;30-59 jours;Confort
646;F;z_SUV;Private;1.0;dev_integral;février;complet;<25 ans;60k€+;Non;>90 jours;Confort
647;M;Minivan;Private;25.0;dev_express;mars;complet;>40 ans;60k€+;Oui;60–89 jours;Standard
648;M;Minivan;Commercial;9.0;dev_integral;mai;complet;>40 ans;60k€+;Non;<30 jours;Confort
649;M;Pickup;Commercial;16.0;dev_integral;février;complet;25-40 ans;60k€+;Non;>90 jours;Confort
650;F;Sports Car;Private;;dev_integral;mars;complet;25-40 ans;60k€+;Oui;60–89 jours;Confort
651;M;z_SUV;Commercial;8.0;dev_premium;février;complet;>40 ans;20-40k€;Non;>90 jours;Confort
652;F;z_SUV;Private;1.0;dev_integral;janvier;complet;>40 ans;40-60k€;Non;>90 jours;Confort
653;M;Minivan;Commercial;1.0;dev_integral;janvier;complet;>40 ans;40-60k€;Oui;>90 jours;Standard
654;F;Panel Truck;Commercial;18.0;dev_vip;janvier;complet;25-40 ans;60k€+;Oui;>90 jours;Premium
655;M;z_SUV;Commercial;1.0;dev_integral;mars;complet;>40 ans;40-60k€;Oui;60–89 jours;Confort
656;F;z_SUV;Private;1.0;dev_integral;janvier;complet;>40 ans;20-40k€;Non;>90 jours;Confort
657;M;Van;Commercial;1.0;dev_integral;mai;complet;>40 ans;20-40k€;Oui;<30 jours;Standard
658;F;z_SUV;Private;6.0;dev_integral;janvier;complet;>40 ans;Non renseigné;Oui;>90 jours;Confort
659;F;Minivan;Private;11.0;dev_integral;janvier;complet;>40 ans;60k€+;Non;>90 jours;Confort
660;F;Pickup;Commercial;4.0;dev_premium;avril;complet;>40 ans;20-40k€;Non;30-59 jours;Confort
661;F;Pickup;Commercial;14.0;dev_integral;mars;complet;25-40 ans;20-40k€;Non;60–89 jours;Confort
662;M;Van;Private;22.0;dev_vip;mai;complet;>40 ans;0-20k€;Non;<30 jours;Premium
663;M;Minivan;Private;16.0;dev_premium;février;complet;>40 ans;60k€+;Oui;>90 jours;Premium
664;M;Sports Car;Private;6.0;dev_integral;mars;complet;>40 ans;20-40k€;Non;60–89 jours;Confort
665;M;Pickup;Commercial;18.0;dev_integral;avril;complet;25-40 ans;60k€+;Oui;30-59 jours;Confort
666;M;z_SUV;Private;1.0;dev_premium;janvier;complet;>40 ans;0-20k€;Oui;>90 jours;Premium
667;M;Minivan;Private;12.0;dev_integral;mars;complet;<25 ans;60k€+;Non;60–89 jours;Confort
668;F;Minivan;Commercial;13.0;dev_integral;avril;complet;>40 ans;40-60k€;Non;30-59 jours;Confort
669;F;z_SUV;Private;1.0;dev_integral;janvier;complet;<25 ans;20-40k€;Non;>90 jours;Confort
670;M;z_SUV;Private;15.0;dev_integral;avril;complet;<25 ans;60k€+;Oui;30-59 jours;Confort
671;F;z_SUV;Commercial;8.0;dev_express;mai;complet;<25 ans;0-20k€;Oui;<30 jours;Standard
672;M;z_SUV;Private;1.0;dev_integral;février;complet;25-40 ans;0-20k€;Oui;>90 jours;Standard
673;M;Pickup;Private;1.0;dev_express;avril;complet;>40 ans;60k€+;Oui;30-59 jours;Standard
674;F;Pickup;Commercial;6.0;dev_integral;février;complet;>40 ans;40-60k€;Non;>90 jours;Standard
675;M;Minivan;Commercial;1.0;dev_express;janvier;complet;>40 ans;20-40k€;Non;>90 jours;Standard
676;M;Pickup;Commercial;16.0;dev_integral;mars;complet;>40 ans;60k€+;Oui;60–89 jours;Confort
677;F;z_SUV;Commercial;11.0;dev_integral;mai;complet;>40 ans;60k€+;Oui;<30 jours;Standard
678;F;Minivan;Private;15.0;dev_integral;janvier;complet;25-40 ans;40-60k€;Non;>90 jours;Standard
679;M;z_SUV;Commercial;1.0;dev_integral;mars;complet;>40 ans;60k€+;Oui;60–89 jours;Standard
680;M;Minivan;Private;1.0;dev_integral;mars;complet;25-40 ans;40-60k€;Non;60–89 jours;Confort
681;F;Van;Commercial;5.0;dev_express;janvier;complet;<25 ans;20-40k€;Oui;>90 jours;Standard
682;M;Van;Commercial;5.0;dev_premium;mai;complet;<25 ans;60k€+;Non;<30 jours;Confort
683;M;z_SUV;Private;8.0;dev_express;janvier;complet;>40 ans;20-40k€;Non;>90 jours;Standard
684;F;Minivan;Private;1.0;dev_premium;janvier;complet;>40 ans;20-40k€;Non;>90 jours;Premium
685;F;z_SUV;Commercial;6.0;dev_integral;avril;complet;25-40 ans;20-40k€;Oui;30-59 jours;Confort
686;F;z_SUV;Private;11.0;dev_express;mars;complet;<25 ans;60k€+;Non;60–89 jours;Standard
687;M;Minivan;Private;1.0;dev_express;mars;complet;>40 ans;60k€+;Non;60–89 jours;Standard
688;M;Van;Commercial;8.0;dev_integral;février;complet;>40 ans;60k€+;Non;>90 jours;Confort
689;M;Minivan;Commercial;3.0;dev_express;mars;complet;>40 ans;60k€+;Non;60–89 jours;Standard
690;F;Pickup;Commercial;5.0;dev_premium;janvier;complet;25-40 ans;0-20k€;Oui;>90 jours;Premium
691;M;Minivan;Private;15.0;dev_premium;avril;complet;>40 ans;20-40k€;Non;30-59 jours;Premium
692;M;Minivan;Private;20.0;dev_integral;mai;complet;>40 ans;20-40k€;Non;<30 jours;Confort
693;F;Pickup;Commercial;8.0;dev_premium;mars;complet;<25 ans;40-60k€;Non;60–89 jours;Premium
694;F;z_SUV;Private;8.0;dev_express;mai;complet;25-40 ans;60k€+;Non;<30 jours;Standard
695;F;Pickup;Private;1.0;dev_express;mai;complet;>40 ans;20-40k€;Non;<30 jours;Standard
696;M;Minivan;Private;12.0;dev_express;mai;complet;<25 ans;0-20k€;Non;<30 jours;Standard
697;M;Minivan;Private;11.0;dev_express;avril;complet;>40 ans;40-60k€;Non;30-59 jours;Standard
698;M;Minivan;Private;10.0;dev_express;mai;complet;25-40 ans;60k€+;Non;<30 jours;Standard
699;M;z_SUV;Private;12.0;dev_integral;février;complet;>40 ans;40-60k€;Oui;>90 jours;Standard
700;F;Minivan;Private;1.0;dev_express;mars;complet;>40 ans;0-20k€;Oui;60–89 jours;Standard
701;M;z_SUV;Private;5.0;dev_integral;mai;complet;>40 ans;20-40k€;Oui;<30 jours;Confort
702;F;Minivan;Commercial;9.0;dev_integral;février;complet;25-40 ans;40-60k€;Non;>90 jours;Confort
703;M;Panel Truck;Commercial;5.0;dev_vip;janvier;complet;>40 ans;20-40k€;Non;>90 jours;Premium
704;F;Minivan;Private;7.0;dev_premium;mai;complet;>40 ans;0-20k€;Non;<30 jours;Premium
705;M;z_SUV;Private;5.0;dev_express;février;complet;>40 ans;40-60k€;Oui;>90 jours;Standard
706;F;Pickup;Commercial;3.0;dev_express;janvier;complet;<25 ans;Non renseigné;Non;>90 jours;Standard
707;F;Minivan;Commercial;1.0;dev_express;mars;complet;>40 ans;60k€+;Non;60–89 jours;Standard
708;F;Van;Private;;dev_express;mai;complet;<25 ans;60k€+;Oui;<30 jours;Standard
709;F;Minivan;Private;1.0;dev_express;mai;complet;<25 ans;20-40k€;Non;<30 jours;Standard
710;F;Van;Commercial;21.0;dev_integral;mai;complet;>40 ans;40-60k€;Non;<30 jours;Confort
711;M;z_SUV;Commercial;1.0;dev_premium;avril;complet;>40 ans;40-60k€;Non;30-59 jours;Premium
712;F;Sports Car;Private;10.0;dev_express;mars;complet;<25 ans;60k€+;Non;60–89 jours;Standard
713;M;Panel Truck;Commercial;;dev_integral;février;complet;>40 ans;Non renseigné;Non;>90 jours;Standard
714;F;z_SUV;Commercial;7.0;dev_premium;mars;complet;>40 ans;0-20k€;Oui;60–89 jours;Premium
715;F;Van;Private;1.0;dev_express;janvier;complet;>40 ans;60k€+;Non;>90 jours;Standard
716;M;Sports Car;Commercial;1.0;dev_integral;février;complet;>40 ans;Non renseigné;Oui;>90 jours;Confort
717;M;Pickup;Private;17.0;dev_premium;janvier;complet;<25 ans;60k€+;Non;>90 jours;Premium
718;M;Panel Truck;Commercial;9.0;dev_integral;février;complet;<25 ans;60k€+;Non;>90 jours;Confort
719;F;z_SUV;Private;15.0;dev_integral;mars;complet;<25 ans;60k€+;Oui;60–89 jours;Confort
720;M;Sports Car;Private;11.0;dev_integral;avril;complet;25-40 ans;60k€+;Non;30-59 jours;Standard
721;M;z_SUV;Private;9.0;dev_express;mars;complet;>40 ans;0-20k€;Non;60–89 jours;Standard
722;M;z_SUV;Private;5.0;dev_express;mai;complet;>40 ans;0-20k€;Oui;<30 jours;Standard
723;M;Minivan;Private;1.0;dev_express;mars;complet;>40 ans;Non renseigné;Oui;60–89 jours;Standard
724;M;Minivan;Private;11.0;dev_express;février;complet;>40 ans;0-20k€;Oui;>90 jours;Standard
725;F;Van;Commercial;11.0;dev_integral;avril;complet;<25 ans;40-60k€;Non;30-59 jours;Confort
726;M;Van;Private;9.0;dev_integral;mai;complet;>40 ans;Non renseigné;Non;<30 jours;Standard
727;M;z_SUV;Commercial;6.0;dev_express;avril;complet;<25 ans;60k€+;Oui;30-59 jours;Standard
728;F;Pickup;Commercial;17.0;dev_express;février;complet;<25 ans;40-60k€;Non;>90 jours;Standard
729;F;Sports Car;Commercial;9.0;dev_integral;avril;complet;25-40 ans;40-60k€;Non;30-59 jours;Confort
730;M;Pickup;Commercial;3.0;dev_integral;avril;complet;>40 ans;20-40k€;Oui;30-59 jours;Confort
731;M;Minivan;Private;7.0;dev_integral;mars;complet;>40 ans;Non renseigné;Oui;60–89 jours;Confort
732;M;z_SUV;Private;14.0;dev_integral;février;complet;25-40 ans;60k€+;Non;>90 jours;Standard
733;F;Minivan;Private;;dev_premium;mars;complet;>40 ans;40-60k€;Oui;60–89 jours;Confort
734;F;Van;Commercial;10.0;dev_integral;avril;complet;25-40 ans;60k€+;Non;30-59 jours;Confort
735;M;Minivan;Private;1.0;dev_integral;mars;complet;<25 ans;Non renseigné;Non;60–89 jours;Standard
736;M;Sports Car;Commercial;1.0;dev_integral;janvier;complet;<25 ans;40-60k€;Non;>90 jours;Standard
737;F;z_SUV;Private;1.0;dev_express;février;complet;<25 ans;0-20k€;Oui;>90 jours;Standard
738;M;Minivan;Commercial;6.0;dev_integral;avril;complet;>40 ans;60k€+;Oui;30-59 jours;Confort
739;F;Panel Truck;Commercial;1.0;dev_express;avril;complet;>40 ans;40-60k€;Non;30-59 jours;Standard
740;M;z_SUV;Private;1.0;dev_premium;janvier;complet;<25 ans;40-60k€;Non;>90 jours;Confort
741;F;z_SUV;Private;14.0;dev_integral;mai;complet;>40 ans;60k€+;Oui;<30 jours;Standard
742;M;Van;Private;9.0;dev_premium;mai;complet;<25 ans;60k€+;Non;<30 jours;Premium
743;M;z_SUV;Private;1.0;dev_integral;mars;complet;>40 ans;0-20k€;Oui;60–89 jours;Confort
744;M;Van;Private;10.0;dev_integral;février;complet;>40 ans;60k€+;Oui;>90 jours;Confort
745;M;Minivan;Commercial;9.0;dev_express;mars;complet;>40 ans;60k€+;Oui;60–89 jours;Standard
746;M;Minivan;Private;1.0;dev_integral;janvier;complet;>40 ans;20-40k€;Non;>90 jours;Confort
747;M;Minivan;Commercial;8.0;dev_express;mars;complet;>40 ans;40-60k€;Non;60–89 jours;Standard
748;M;z_SUV;Commercial;12.0;dev_integral;avril;complet;>40 ans;0-20k€;Oui;30-59 jours;Confort
749;M;Minivan;Private;14.0;dev_express;mai;complet;>40 ans;60k€+;Oui;<30 jours;Standard
750;F;z_SUV;Private;5.0;dev_express;mars;complet;>40 ans;60k€+;Non;60–89 jours;Standard
751;M;z_SUV;Commercial;8.0;dev_integral;mars;complet;25-40 ans;60k€+;Non;60–89 jours;Confort
752;M;Pickup;Commercial;9.0;dev_integral;mai;complet;<25 ans;20-40k€;Oui;<30 jours;Confort
753;M;z_SUV;Private;3.0;dev_express;avril;complet;>40 ans;20-40k€;Non;30-59 jours;Standard
754;F;Minivan;Private;20.0;dev_express;mars;complet;25-40 ans;40-60k€;Non;60–89 jours;Standard
755;M;Panel Truck;Commercial;9.0;dev_integral;mars;complet;>40 ans;60k€+;Non;60–89 jours;Standard
756;M;Pickup;Private;6.0;dev_integral;janvier;complet;25-40 ans;20-40k€;Non;>90 jours;Confort
757;F;Pickup;Commercial;1.0;dev_express;avril;complet;>40 ans;20-40k€;Oui;30-59 jours;Standard
758;M;Sports Car;Private;8.0;dev_premium;avril;complet;>40 ans;0-20k€;Non;30-59 jours;Confort
759;F;Sports Car;Private;10.0;dev_integral;janvier;complet;25-40 ans;60k€+;Non;>90 jours;Confort
760;M;Minivan;Private;16.0;dev_integral;janvier;complet;<25 ans;60k€+;Oui;>90 jours;Standard
761;F;z_SUV;Private;11.0;dev_integral;mars;complet;25-40 ans;60k€+;Non;60–89 jours;Confort
762;F;z_SUV;Private;17.0;dev_integral;mai;complet;>40 ans;60k€+;Non;<30 jours;Confort
763;M;Pickup;Commercial;1.0;dev_express;avril;complet;<25 ans;0-20k€;Oui;30-59 jours;Standard
764;F;Minivan;Private;8.0;dev_premium;mai;complet;>40 ans;20-40k€;Non;<30 jours;Confort
765;M;Pickup;Commercial;10.0;dev_integral;janvier;complet;<25 ans;60k€+;Oui;>90 jours;Confort
766;M;z_SUV;Private;15.0;dev_express;février;complet;>40 ans;60k€+;Non;>90 jours;Standard
767;F;Pickup;Private;10.0;dev_integral;janvier;complet;25-40 ans;60k€+;Non;>90 jours;Confort
768;M;Sports Car;Private;1.0;dev_integral;janvier;complet;>40 ans;0-20k€;Oui;>90 jours;Confort
